Group	Bracketing	Prosody	Text	Solution	condition	item	playlist	First	lab	ResultLeft	ResultRight	ResultCorrect	participant	recordedfile	DifficultyRating	trialN
OnlyRight	Right	Early boundary after operator	7*(2+8)=?	7*(2+8)=70	1	9	0	Times	seven times two plus eight equals seventy	17	70	70	596	arith11_596_9_1.wav	2	9
OnlyRight	Right	Early boundary before operator	6*(2+4)=?	6*(2+4)=36	1	10	0	Times	six times two plus four equals thirty six	16	36	36	596	arith11_596_10_1.wav	2	10
OnlyRight	Right	Early boundary after operator	9*(4-7)=?	9*(4-7)=-27	1	12	0	Times	nine times four minus seven equals negative twenty seven	29	-27	-27	596	arith11_596_12_1.wav	3	12
OnlyRight	Right	Early boundary before operator	8*(3-2)=?	8*(3-2)=8	1	13	0	Times	eight times three minus two equals 8 	22	8	8	596	arith11_596_13_1.wav	1	13
OnlyRight	Right	Early boundary before operator	3*(4-9)=?	3*(4-9)=-15	1	14	0	Times	three times four minus nine equals negative fifteen	3	-15	-15	596	arith11_596_14_1.wav	2	14
OnlyRight	Right	Early boundary before operator	2*(7+3)=?	2*(7+3)=20	1	15	0	Times	two times seven plus three equals twenty	17	20	20	596	arith11_596_15_1.wav	2	15
OnlyRight	Right	Early boundary before operator	4*(5-6)=?	4*(5-6)=-4	1	16	0	Times	four times five minus six equals negative four	14	-4	-4	596	arith11_596_16_1.wav	1	16
OnlyRight	Right	Early boundary after operator	2+(7*8)=?	2+(7*8)=58	1	1	0	PlusMinus	two plus seven times eight equals fifty eight	72	58	58	597	arith11_597_1_1.wav	5	1
OnlyRight	Right	Early boundary after operator	3-(2*4)=?	3-(2*4)=-5	1	2	0	PlusMinus	three minus two times four equals negative five	4	-5	-5	597	arith11_597_2_1.wav	5	2
OnlyRight	Right	Early boundary after operator	8-(1*7)=?	8-(1*7)=1	1	3	0	PlusMinus	eight minus one times seven equals one	49	1	1	597	arith11_597_3_1.wav	5	3
OnlyRight	Right	Early boundary after operator	6+(3*2)=?	6+(3*2)=12	1	4	0	PlusMinus	six plus three times two equals twelce	18	12	12	597	arith11_597_4_1.wav	5	4
OnlyRight	Right	Early boundary after operator	4-(2*9)=?	4-(2*9)=-14	1	5	0	PlusMinus	four minus two times nine equals negative fourteen	18	-14	-14	597	arith11_597_5_1.wav	5	5
OnlyRight	Right	Early boundary after operator	7-(2*6)=?	7-(2*6)=-5	1	6	0	PlusMinus	seven minus two times six equals negative five	30	-5	-5	597	arith11_597_6_1.wav	NA	6
OnlyRight	Right	Early boundary after operator	8+(3*5)=?	8+(3*5)=23	1	7	0	PlusMinus	eight plus three times five equals twenty three	55	23	23	597	arith11_597_7_1.wav	5	7
OnlyRight	Right	Early boundary after operator	6+(5*4)=?	6+(5*4)=26	1	8	0	PlusMinus	six plus five times four equals twenty six	44	26	26	597	arith11_597_8_1.wav	5	8
OnlyRight	Right	Early boundary after operator	7*(2+8)=?	7*(2+8)=70	1	9	0	Times	seven times two plus eight equals seventy	17	70	70	597	arith11_597_9_1.wav	5	9
OnlyRight	Right	Early boundary after operator	6*(2+4)=?	6*(2+4)=36	1	10	0	Times	six times two plus four equals thirty six	16	36	36	597	arith11_597_10_1.wav	5	10
OnlyRight	Right	Early boundary after operator	5*(8+1)=?	5*(8+1)=45	1	11	0	Times	five times eight plus one equals forty five	41	45	45	597	arith11_597_11_1.wav	5	11
OnlyRight	Right	Early boundary after operator	9*(4-7)=?	9*(4-7)=-27	1	12	0	Times	nine times four minus seven equals negative twenty seven	29	-27	-27	597	arith11_597_12_1.wav	5	12
OnlyRight	Right	Early boundary after operator	8*(3-2)=?	8*(3-2)=8	1	13	0	Times	eight times three minus two equals 8 	22	8	8	597	arith11_597_13_1.wav	5	13
OnlyRight	Right	No boundaries	3*(4-9)=?	3*(4-9)=-15	1	14	0	Times	three times four minus nine equals negative fifteen	3	-15	-15	597	arith11_597_14_1.wav	5	14
OnlyRight	Right	Early boundary before operator	2*(7+3)=?	2*(7+3)=20	1	15	0	Times	two times seven plus three equals twenty	17	20	20	597	arith11_597_15_1.wav	NA	15
OnlyRight	Right	Early boundary before operator	4*(5-6)=?	4*(5-6)=-4	1	16	0	Times	four times five minus six equals negative four	14	-4	-4	597	arith11_597_16_1.wav	5	16
OnlyRight	Right	Early boundary after operator	2+(7*8)=?	2+(7*8)=58	1	1	0	PlusMinus	two plus seven times eight equals fifty eight	72	58	58	598	arith11_598_1_1.wav	2	1
OnlyRight	Right	Early boundary after operator	3-(2*4)=?	3-(2*4)=-5	1	2	0	PlusMinus	three minus two times four equals negative five	4	-5	-5	598	arith11_598_2_1.wav	2	2
OnlyRight	Right	Early boundary after operator	8-(1*7)=?	8-(1*7)=1	1	3	0	PlusMinus	eight minus one times seven equals one	49	1	1	598	arith11_598_3_1.wav	1	3
OnlyRight	Right	Early boundary after operator	6+(3*2)=?	6+(3*2)=12	1	4	0	PlusMinus	six plus three times two equals twelce	18	12	12	598	arith11_598_4_1.wav	2	4
OnlyRight	Right	Early boundary after operator	4-(2*9)=?	4-(2*9)=-14	1	5	0	PlusMinus	four minus two times nine equals negative fourteen	18	-14	-14	598	arith11_598_5_1.wav	3	5
OnlyRight	Right	Early boundary after operator	7-(2*6)=?	7-(2*6)=-5	1	6	0	PlusMinus	seven minus two times six equals negative five	30	-5	-5	598	arith11_598_6_1.wav	NA	6
OnlyRight	Right	Early boundary after operator	8+(3*5)=?	8+(3*5)=23	1	7	0	PlusMinus	eight plus three times five equals twenty three	55	23	23	598	arith11_598_7_1.wav	2	7
OnlyRight	Right	Early boundary after operator	6+(5*4)=?	6+(5*4)=26	1	8	0	PlusMinus	six plus five times four equals twenty six	44	26	26	598	arith11_598_8_1.wav	2	8
OnlyRight	Right	Early boundary after operator	7*(2+8)=?	7*(2+8)=70	1	9	0	Times	seven times two plus eight equals seventy	17	70	70	598	arith11_598_9_1.wav	NA	9
OnlyRight	Right	Early boundary after operator	6*(2+4)=?	6*(2+4)=36	1	10	0	Times	six times two plus four equals thirty six	16	36	36	598	arith11_598_10_1.wav	2	10
OnlyRight	Right	Early boundary after operator	5*(8+1)=?	5*(8+1)=45	1	11	0	Times	five times eight plus one equals forty five	41	45	45	598	arith11_598_11_1.wav	2	11
OnlyRight	Right	Early boundary after operator	9*(4-7)=?	9*(4-7)=-27	1	12	0	Times	nine times four minus seven equals negative twenty seven	29	-27	-27	598	arith11_598_12_1.wav	2	12
OnlyRight	Right	Early boundary after operator	8*(3-2)=?	8*(3-2)=8	1	13	0	Times	eight times three minus two equals 8 	22	8	8	598	arith11_598_13_1.wav	2	13
OnlyRight	Right	Early boundary after operator	3*(4-9)=?	3*(4-9)=-15	1	14	0	Times	three times four minus nine equals negative fifteen	3	-15	-15	598	arith11_598_14_1.wav	2	14
OnlyRight	Right	No boundaries	2*(7+3)=?	2*(7+3)=20	1	15	0	Times	two times seven plus three equals twenty	17	20	20	598	arith11_598_15_1.wav	2	15
OnlyRight	Right	Early boundary after operator	4*(5-6)=?	4*(5-6)=-4	1	16	0	Times	four times five minus six equals negative four	14	-4	-4	598	arith11_598_16_1.wav	2	16
OnlyRight	Right	No boundaries	2+(7*8)=?	2+(7*8)=58	1	1	0	PlusMinus	two plus seven times eight equals fifty eight	72	58	58	599	arith11_599_1_1.wav	1	1
OnlyRight	Right	Early boundary before operator	3-(2*4)=?	3-(2*4)=-5	1	2	0	PlusMinus	three minus two times four equals negative five	4	-5	-5	599	arith11_599_2_1.wav	2	2
OnlyRight	Right	No boundaries	8-(1*7)=?	8-(1*7)=1	1	3	0	PlusMinus	eight minus one times seven equals one	49	1	1	599	arith11_599_3_1.wav	1	3
OnlyRight	Right	No boundaries	6+(3*2)=?	6+(3*2)=12	1	4	0	PlusMinus	six plus three times two equals twelce	18	12	12	599	arith11_599_4_1.wav	1	4
OnlyRight	Right	Early boundary before operator	4-(2*9)=?	4-(2*9)=-14	1	5	0	PlusMinus	four minus two times nine equals negative fourteen	18	-14	-14	599	arith11_599_5_1.wav	2	5
OnlyRight	Right	No boundaries	7-(2*6)=?	7-(2*6)=-5	1	6	0	PlusMinus	seven minus two times six equals negative five	30	-5	-5	599	arith11_599_6_1.wav	3	6
OnlyRight	Right	No boundaries	8+(3*5)=?	8+(3*5)=23	1	7	0	PlusMinus	eight plus three times five equals twenty three	55	23	23	599	arith11_599_7_1.wav	2	7
OnlyRight	Right	No boundaries	6+(5*4)=?	6+(5*4)=26	1	8	0	PlusMinus	six plus five times four equals twenty six	44	26	26	599	arith11_599_8_1.wav	2	8
OnlyRight	Right	No boundaries	7*(2+8)=?	7*(2+8)=70	1	9	0	Times	seven times two plus eight equals seventy	17	70	70	599	arith11_599_9_1.wav	1	9
OnlyRight	Right	No boundaries	6*(2+4)=?	6*(2+4)=36	1	10	0	Times	six times two plus four equals thirty six	16	36	36	599	arith11_599_10_1.wav	1	10
OnlyRight	Right	No boundaries	5*(8+1)=?	5*(8+1)=45	1	11	0	Times	five times eight plus one equals forty five	41	45	45	599	arith11_599_11_1.wav	1	11
OnlyRight	Right	No boundaries	9*(4-7)=?	9*(4-7)=-27	1	12	0	Times	nine times four minus seven equals negative twenty seven	29	-27	-27	599	arith11_599_12_1.wav	3	12
OnlyRight	Right	Early boundary before operator	3*(4-9)=?	3*(4-9)=-15	1	14	0	Times	three times four minus nine equals negative fifteen	3	-15	-15	599	arith11_599_14_1.wav	3	14
OnlyRight	Right	No boundaries	4*(5-6)=?	4*(5-6)=-4	1	16	0	Times	four times five minus six equals negative four	14	-4	-4	599	arith11_599_16_1.wav	2	16
Both	Left	Late boundary before operator	(3-2)*4=?	3-2*4=4	1	2	2	PlusMinus	three minus two times four equals four	4	-5	4	599	arith12_599_2_1.wav	1	2
Both	Left	Late boundary before operator	(6+3)*2=?	6+3*2=18	1	4	2	PlusMinus	six plus three times two equals eighteen	18	12	18	599	arith12_599_4_1.wav	1	3
Both	Right	No boundaries	8-(1*7)=?	8-(1*7)=1	2	3	2	PlusMinus	eight minus one times seven equals one	49	1	1	599	arith12_599_3_2.wav	1	4
Both	Right	No boundaries	4-(2*9)=?	4-(2*9)=-14	2	5	2	PlusMinus	four minus two times nine equals negative fourteen	18	-14	-14	599	arith12_599_5_2.wav	2	5
Both	Left	Late boundary before operator	(7-2)*6=?	7-2*6=30	1	6	2	PlusMinus	seven minus two times six equals thirty	30	-5	30	599	arith12_599_6_1.wav	2	6
Both	Right	No boundaries	8+(3*5)=?	8+(3*5)=23	2	7	2	PlusMinus	eight plus three times five equals twenty three	55	23	23	599	arith12_599_7_2.wav	2	7
Both	Left	No boundaries	(6+5)*4=?	6+5*4=44	1	8	2	PlusMinus	six plus five times four equals forty four	44	26	44	599	arith12_599_8_1.wav	1	8
Both	Right	Early boundary before operator	7*(2+8)=?	7*(2+8)=70	2	9	2	Times	seven times two plus eight equals seventy	17	70	70	599	arith12_599_9_2.wav	1	9
Both	Left	No boundaries	(6*2)+4=?	6*2+4=16	1	10	2	Times	six times two plus four equals sixteen	16	36	16	599	arith12_599_10_1.wav	2	10
Both	Left	No boundaries	(9*4)-7=?	9*4-7=29	1	12	2	Times	nine times four minus seven equals twenty nine	29	-27	29	599	arith12_599_12_1.wav	2	11
Both	Right	No boundaries	5*(8+1)=?	5*(8+1)=45	2	11	2	Times	five times eight plus one equals forty five	41	45	45	599	arith12_599_11_2.wav	2	12
Both	Left	No boundaries	(3*4)-9=?	3*4-9=3	1	14	2	Times	three times four minus nine equals three	3	-15	3	599	arith12_599_14_1.wav	1	13
Both	Right	No boundaries	2+(7*8)=?	2+(7*8)=58	2	1	2	PlusMinus	two plus seven times eight equals fifty eight	72	58	58	599	arith12_599_1_2.wav	1	1
Both	Right	No boundaries	2*(7+3)=?	2*(7+3)=20	2	15	2	Times	two times seven plus three equals twenty	17	20	20	599	arith12_599_15_2.wav	1	15
Both	Left	No boundaries	(4*5)-6=?	4*5-6=14	1	16	2	Times	four times five minus six equals fourteen	14	-4	14	599	arith12_599_16_1.wav	2	16
Both	Right	No boundaries	8*(3-2)=?	8*(3-2)=8	2	13	2	Times	eight times three minus two equals 8 	22	8	8	599	arith12_599_13_2.wav	1	14
OnlyRight	Right	Early boundary before operator	8-(1*7)=?	8-(1*7)=1	1	3	0	PlusMinus	eight minus one times seven equals one	49	1	1	600	arith11_600_3_1.wav	1	3
OnlyRight	Right	Early boundary before operator	6+(3*2)=?	6+(3*2)=12	1	4	0	PlusMinus	six plus three times two equals twelce	18	12	12	600	arith11_600_4_1.wav	1	4
OnlyRight	Right	Early boundary before operator	7-(2*6)=?	7-(2*6)=-5	1	6	0	PlusMinus	seven minus two times six equals negative five	30	-5	-5	600	arith11_600_6_1.wav	1	6
OnlyRight	Right	Early boundary before operator	8+(3*5)=?	8+(3*5)=23	1	7	0	PlusMinus	eight plus three times five equals twenty three	55	23	23	600	arith11_600_7_1.wav	1	7
OnlyRight	Right	Early boundary before operator	6+(5*4)=?	6+(5*4)=26	1	8	0	PlusMinus	six plus five times four equals twenty six	44	26	26	600	arith11_600_8_1.wav	1	8
OnlyRight	Right	Early boundary before operator	4-(2*9)=?	4-(2*9)=-14	1	5	0	PlusMinus	four minus two times nine equals negative fourteen	18	-14	-14	600	arith11_600_5_1.wav	1	5
OnlyRight	Right	Early boundary before operator	6*(2+4)=?	6*(2+4)=36	1	10	0	Times	six times two plus four equals thirty six	16	36	36	600	arith11_600_10_1.wav	2	10
OnlyRight	Right	Early boundary before operator	5*(8+1)=?	5*(8+1)=45	1	11	0	Times	five times eight plus one equals forty five	41	45	45	600	arith11_600_11_1.wav	2	11
OnlyRight	Right	Early boundary before operator	9*(4-7)=?	9*(4-7)=-27	1	12	0	Times	nine times four minus seven equals negative twenty seven	29	-27	-27	600	arith11_600_12_1.wav	2	12
OnlyRight	Right	Early boundary before operator	7*(2+8)=?	7*(2+8)=70	1	9	0	Times	seven times two plus eight equals seventy	17	70	70	600	arith11_600_9_1.wav	2	9
OnlyRight	Right	Early boundary before operator	2+(7*8)=?	2+(7*8)=58	1	1	0	PlusMinus	two plus seven times eight equals fifty eight	72	58	58	600	arith11_600_1_1.wav	2	1
OnlyRight	Right	Early boundary before operator	3-(2*4)=?	3-(2*4)=-5	1	2	0	PlusMinus	three minus two times four equals negative five	4	-5	-5	600	arith11_600_2_1.wav	1	2
OnlyRight	Right	Early boundary before operator	3*(4-9)=?	3*(4-9)=-15	1	14	0	Times	three times four minus nine equals negative fifteen	3	-15	-15	600	arith11_600_14_1.wav	1	14
OnlyRight	Right	Early boundary before operator	2*(7+3)=?	2*(7+3)=20	1	15	0	Times	two times seven plus three equals twenty	17	20	20	600	arith11_600_15_1.wav	1	15
OnlyRight	Right	Early boundary before operator	4*(5-6)=?	4*(5-6)=-4	1	16	0	Times	four times five minus six equals negative four	14	-4	-4	600	arith11_600_16_1.wav	1	16
OnlyRight	Right	Early boundary before operator	8*(3-2)=?	8*(3-2)=8	1	13	0	Times	eight times three minus two equals 8 	22	8	8	600	arith11_600_13_1.wav	1	13
OnlyRight	Right	Early boundary before operator	8-(1*7)=?	8-(1*7)=1	1	3	0	PlusMinus	eight minus one times seven equals one	49	1	1	602	arith11_602_3_1.wav	1	3
OnlyRight	Right	Early boundary before operator	6+(3*2)=?	6+(3*2)=12	1	4	0	PlusMinus	six plus three times two equals twelce	18	12	12	602	arith11_602_4_1.wav	1	4
OnlyRight	Right	Early boundary before operator	4-(2*9)=?	4-(2*9)=-14	1	5	0	PlusMinus	four minus two times nine equals negative fourteen	18	-14	-14	602	arith11_602_5_1.wav	3	5
OnlyRight	Right	Early boundary before operator	3-(2*4)=?	3-(2*4)=-5	1	2	0	PlusMinus	three minus two times four equals negative five	4	-5	-5	602	arith11_602_2_1.wav	2	2
OnlyRight	Right	Early boundary before operator	6+(5*4)=?	6+(5*4)=26	1	8	0	PlusMinus	six plus five times four equals twenty six	44	26	26	602	arith11_602_8_1.wav	1	8
OnlyRight	Right	Early boundary after operator	7*(2+8)=?	7*(2+8)=70	1	9	0	Times	seven times two plus eight equals seventy	17	70	70	602	arith11_602_9_1.wav	1	9
OnlyRight	Right	Early boundary before operator	7-(2*6)=?	7-(2*6)=-5	1	6	0	PlusMinus	seven minus two times six equals negative five	30	-5	-5	602	arith11_602_6_1.wav	4	6
OnlyRight	Right	Early boundary before operator	8*(3-2)=?	8*(3-2)=8	1	13	0	Times	eight times three minus two equals 8 	22	8	8	602	arith11_602_13_1.wav	1	13
OnlyRight	Right	Early boundary before operator	3*(4-9)=?	3*(4-9)=-15	1	14	0	Times	three times four minus nine equals negative fifteen	3	-15	-15	602	arith11_602_14_1.wav	2	14
OnlyRight	Right	Early boundary before operator	2*(7+3)=?	2*(7+3)=20	1	15	0	Times	two times seven plus three equals twenty	17	20	20	602	arith11_602_15_1.wav	1	15
OnlyRight	Right	Early boundary before operator	2+(7*8)=?	2+(7*8)=58	1	1	0	PlusMinus	two plus seven times eight equals fifty eight	72	58	58	602	arith11_602_1_1.wav	3	1
OnlyRight	Right	Early boundary before operator	6*(2+4)=?	6*(2+4)=36	1	10	0	Times	six times two plus four equals thirty six	16	36	36	602	arith11_602_10_1.wav	2	10
OnlyRight	Right	Early boundary before operator	5*(8+1)=?	5*(8+1)=45	1	11	0	Times	five times eight plus one equals forty five	41	45	45	602	arith11_602_11_1.wav	2	11
OnlyRight	Right	Early boundary before operator	9*(4-7)=?	9*(4-7)=-27	1	12	0	Times	nine times four minus seven equals negative twenty seven	29	-27	-27	602	arith11_602_12_1.wav	2	12
OnlyRight	Right	Early boundary after operator	6+(3*2)=?	6+(3*2)=12	1	4	0	PlusMinus	six plus three times two equals twelce	18	12	12	603	arith11_603_4_1.wav	1	4
OnlyRight	Right	Early boundary before operator	8-(1*7)=?	8-(1*7)=1	1	3	0	PlusMinus	eight minus one times seven equals one	49	1	1	603	arith11_603_3_1.wav	1	3
OnlyRight	Right	No boundaries	6+(5*4)=?	6+(5*4)=26	1	8	0	PlusMinus	six plus five times four equals twenty six	44	26	26	603	arith11_603_8_1.wav	1	8
OnlyRight	Right	Early boundary after operator	4-(2*9)=?	4-(2*9)=-14	1	5	0	PlusMinus	four minus two times nine equals negative fourteen	18	-14	-14	603	arith11_603_5_1.wav	2	5
OnlyRight	Right	Early boundary before operator	7-(2*6)=?	7-(2*6)=-5	1	6	0	PlusMinus	seven minus two times six equals negative five	30	-5	-5	603	arith11_603_6_1.wav	2	6
OnlyRight	Right	No boundaries	8+(3*5)=?	8+(3*5)=23	1	7	0	PlusMinus	eight plus three times five equals twenty three	55	23	23	603	arith11_603_7_1.wav	2	7
OnlyRight	Right	No boundaries	9*(4-7)=?	9*(4-7)=-27	1	12	0	Times	nine times four minus seven equals negative twenty seven	29	-27	-27	603	arith11_603_12_1.wav	2	12
OnlyRight	Right	No boundaries	8*(3-2)=?	8*(3-2)=8	1	13	0	Times	eight times three minus two equals 8 	22	8	8	603	arith11_603_13_1.wav	1	13
OnlyRight	Right	Early boundary before operator	3*(4-9)=?	3*(4-9)=-15	1	14	0	Times	three times four minus nine equals negative fifteen	3	-15	-15	603	arith11_603_14_1.wav	2	14
OnlyRight	Right	Early boundary before operator	2*(7+3)=?	2*(7+3)=20	1	15	0	Times	two times seven plus three equals twenty	17	20	20	603	arith11_603_15_1.wav	2	15
OnlyRight	Right	No boundaries	4*(5-6)=?	4*(5-6)=-4	1	16	0	Times	four times five minus six equals negative four	14	-4	-4	603	arith11_603_16_1.wav	2	16
OnlyRight	Right	Early boundary before operator	7*(2+8)=?	7*(2+8)=70	1	9	0	Times	seven times two plus eight equals seventy	17	70	70	603	arith11_603_9_1.wav	3	9
OnlyRight	Right	Early boundary before operator	6*(2+4)=?	6*(2+4)=36	1	10	0	Times	six times two plus four equals thirty six	16	36	36	603	arith11_603_10_1.wav	2	10
OnlyRight	Right	Early boundary before operator	5*(8+1)=?	5*(8+1)=45	1	11	0	Times	five times eight plus one equals forty five	41	45	45	603	arith11_603_11_1.wav	1	11
OnlyLeft	Left	Two boundaries	(2+7)*8=?	(2+7)*8=72	1	1	0	PlusMinus	two plus seven times eight equals seventy two	72	58	72	605	arith7_605_1_1.wav	1	1
OnlyLeft	Left	Two boundaries	(3-2)*4=?	3-2*4=4	1	2	0	PlusMinus	three minus two times four equals four	4	-5	4	605	arith7_605_2_1.wav	1	2
OnlyLeft	Left	Two boundaries	(8-1)*7=?	8-1*7=49	1	3	0	PlusMinus	eight minus one times seven equals forty nine	49	1	49	605	arith7_605_3_1.wav	1	3
OnlyLeft	Left	Two boundaries	(6+3)*2=?	6+3*2=18	1	4	0	PlusMinus	six plus three times two equals eighteen	18	12	18	605	arith7_605_4_1.wav	1	4
OnlyLeft	Left	Two boundaries	(4-2)*9=?	4-2*9=18	1	5	0	PlusMinus	four minus two times nine equals eighteen	18	-14	18	605	arith7_605_5_1.wav	1	5
OnlyLeft	Left	Two boundaries	(7-2)*6=?	7-2*6=30	1	6	0	PlusMinus	seven minus two times six equals thirty	30	-5	30	605	arith7_605_6_1.wav	1	6
OnlyLeft	Left	Two boundaries	(8+3)*5=?	8+3*5=55	1	7	0	PlusMinus	eight plus three times five equals fifty five	55	23	55	605	arith7_605_7_1.wav	1	7
OnlyLeft	Left	Two boundaries	(6+5)*4=?	6+5*4=44	1	8	0	PlusMinus	six plus five times four equals forty four	44	26	44	605	arith7_605_8_1.wav	1	8
OnlyLeft	Left	Two boundaries	(7*2)+8=?	7*2+8=22	1	9	0	Times	seven times two plus eight equals seventeen	17	70	17	605	arith7_605_9_1.wav	1	9
OnlyLeft	Left	Two boundaries	(6*2)+4=?	6*2+4=16	1	10	0	Times	six times two plus four equals sixteen	16	36	16	605	arith7_605_10_1.wav	1	10
OnlyLeft	Left	Two boundaries	(5*8)+1=?	5*8+1=41	1	11	0	Times	five times eight plus one equals forty one	41	45	41	605	arith7_605_11_1.wav	1	11
OnlyLeft	Left	Two boundaries	(9*4)-7=?	9*4-7=29	1	12	0	Times	nine times four minus seven equals twenty nine	29	-27	29	605	arith7_605_12_1.wav	1	12
OnlyLeft	Left	Two boundaries	(8*3)-2=?	8*3-2=22	1	13	0	Times	eight times three minus two equals twenty two	22	8	22	605	arith7_605_13_1.wav	1	13
OnlyLeft	Left	Two boundaries	(3*4)-9=?	3*4-9=3	1	14	0	Times	three times four minus nine equals three	3	-15	3	605	arith7_605_14_1.wav	1	14
OnlyLeft	Left	Late boundary before operator	(2*7)+3=?	2*7+3=17	1	15	0	Times	two times seven plus three equals seventeen	17	20	17	605	arith7_605_15_1.wav	1	15
OnlyLeft	Left	Late boundary before operator	(4*5)-6=?	4*5-6=14	1	16	0	Times	four times five minus six equals fourteen	14	-4	14	605	arith7_605_16_1.wav	1	16
OnlyLeft	Left	Two boundaries	(2+7)*8=?	(2+7)*8=72	1	1	0	PlusMinus	two plus seven times eight equals seventy two	72	58	72	606	arith7_606_1_1.wav	2	1
OnlyLeft	Left	Late boundary before operator	(3-2)*4=?	3-2*4=4	1	2	0	PlusMinus	three minus two times four equals four	4	-5	4	606	arith7_606_2_1.wav	1	2
OnlyLeft	Left	Late boundary before operator	(8-1)*7=?	8-1*7=49	1	3	0	PlusMinus	eight minus one times seven equals forty nine	49	1	49	606	arith7_606_3_1.wav	2	3
OnlyLeft	Left	Late boundary before operator	(6+3)*2=?	6+3*2=18	1	4	0	PlusMinus	six plus three times two equals eighteen	18	12	18	606	arith7_606_4_1.wav	1	4
OnlyLeft	Left	Late boundary before operator	(4-2)*9=?	4-2*9=18	1	5	0	PlusMinus	four minus two times nine equals eighteen	18	-14	18	606	arith7_606_5_1.wav	1	5
OnlyLeft	Left	Late boundary before operator	(7-2)*6=?	7-2*6=30	1	6	0	PlusMinus	seven minus two times six equals thirty	30	-5	30	606	arith7_606_6_1.wav	2	6
OnlyLeft	Left	Late boundary before operator	(8+3)*5=?	8+3*5=55	1	7	0	PlusMinus	eight plus three times five equals fifty five	55	23	55	606	arith7_606_7_1.wav	2	7
OnlyLeft	Left	No boundaries	(6+5)*4=?	6+5*4=44	1	8	0	PlusMinus	six plus five times four equals forty four	44	26	44	606	arith7_606_8_1.wav	2	8
OnlyLeft	Left	Late boundary before operator	(7*2)+8=?	7*2+8=22	1	9	0	Times	seven times two plus eight equals seventeen	17	70	17	606	arith7_606_9_1.wav	3	9
OnlyLeft	Left	Late boundary before operator	(6*2)+4=?	6*2+4=16	1	10	0	Times	six times two plus four equals sixteen	16	36	16	606	arith7_606_10_1.wav	2	10
OnlyLeft	Left	Late boundary before operator	(5*8)+1=?	5*8+1=41	1	11	0	Times	five times eight plus one equals forty one	41	45	41	606	arith7_606_11_1.wav	1	11
OnlyLeft	Left	Late boundary before operator	(9*4)-7=?	9*4-7=29	1	12	0	Times	nine times four minus seven equals twenty nine	29	-27	29	606	arith7_606_12_1.wav	2	12
OnlyLeft	Left	Late boundary before operator	(8*3)-2=?	8*3-2=22	1	13	0	Times	eight times three minus two equals twenty two	22	8	22	606	arith7_606_13_1.wav	1	13
OnlyLeft	Left	Late boundary before operator	(3*4)-9=?	3*4-9=3	1	14	0	Times	three times four minus nine equals three	3	-15	3	606	arith7_606_14_1.wav	1	14
OnlyLeft	Left	No boundaries	(2*7)+3=?	2*7+3=17	1	15	0	Times	two times seven plus three equals seventeen	17	20	17	606	arith7_606_15_1.wav	1	15
OnlyLeft	Left	No boundaries	(4*5)-6=?	4*5-6=14	1	16	0	Times	four times five minus six equals fourteen	14	-4	14	606	arith7_606_16_1.wav	2	16
OnlyLeft	Left	Late boundary before operator	(2+7)*8=?	(2+7)*8=72	1	1	0	PlusMinus	two plus seven times eight equals seventy two	72	58	72	607	arith7_607_1_1.wav	1	1
OnlyLeft	Left	Late boundary before operator	(3-2)*4=?	3-2*4=4	1	2	0	PlusMinus	three minus two times four equals four	4	-5	4	607	arith7_607_2_1.wav	1	2
OnlyLeft	Left	Late boundary before operator	(8-1)*7=?	8-1*7=49	1	3	0	PlusMinus	eight minus one times seven equals forty nine	49	1	49	607	arith7_607_3_1.wav	1	3
OnlyLeft	Left	Late boundary before operator	(6+3)*2=?	6+3*2=18	1	4	0	PlusMinus	six plus three times two equals eighteen	18	12	18	607	arith7_607_4_1.wav	1	4
OnlyLeft	Left	Late boundary before operator	(4-2)*9=?	4-2*9=18	1	5	0	PlusMinus	four minus two times nine equals eighteen	18	-14	18	607	arith7_607_5_1.wav	1	5
OnlyLeft	Left	Late boundary before operator	(7-2)*6=?	7-2*6=30	1	6	0	PlusMinus	seven minus two times six equals thirty	30	-5	30	607	arith7_607_6_1.wav	1	6
OnlyLeft	Left	Late boundary before operator	(8+3)*5=?	8+3*5=55	1	7	0	PlusMinus	eight plus three times five equals fifty five	55	23	55	607	arith7_607_7_1.wav	1	7
OnlyLeft	Left	Late boundary before operator	(6+5)*4=?	6+5*4=44	1	8	0	PlusMinus	six plus five times four equals forty four	44	26	44	607	arith7_607_8_1.wav	1	8
OnlyLeft	Left	Late boundary before operator	(7*2)+8=?	7*2+8=22	1	9	0	Times	seven times two plus eight equals seventeen	17	70	17	607	arith7_607_9_1.wav	1	9
OnlyLeft	Left	Late boundary before operator	(6*2)+4=?	6*2+4=16	1	10	0	Times	six times two plus four equals sixteen	16	36	16	607	arith7_607_10_1.wav	1	10
OnlyLeft	Left	Late boundary before operator	(5*8)+1=?	5*8+1=41	1	11	0	Times	five times eight plus one equals forty one	41	45	41	607	arith7_607_11_1.wav	1	11
OnlyLeft	Left	Late boundary before operator	(9*4)-7=?	9*4-7=29	1	12	0	Times	nine times four minus seven equals twenty nine	29	-27	29	607	arith7_607_12_1.wav	1	12
OnlyLeft	Left	Late boundary before operator	(8*3)-2=?	8*3-2=22	1	13	0	Times	eight times three minus two equals twenty two	22	8	22	607	arith7_607_13_1.wav	1	13
